Genome ID	Genome Name	Organism Name	NCBI Taxon ID	Genome Status	Strain	Serovar	Biovar	Pathovar	MLST	Other Typing	Culture Collection	Type Strain	Completion Date	Publication	BioProject Accession	BioSample Accession	Assembly Accession	SRA Accession	GenBank Accessions	RefSeq Accessions	Sequencing Centers	Sequencing Status	Sequencing Platform	Sequencing Depth	Assembly Method	Chromosomes	Plasmids	Contigs	Genome Length	GC Content	PATRIC CDS	RefSeq CDS	Isolation Site	Isolation Source	Isolation Comments	Collection Date	Isolation Country	Geographic Location	Latitude	Longitude	Altitude	Depth	Other Environmental	Host Name	Host Gender	Host Age	Host Health	Body Sample Site	Body Sample Subsite	Other Clinical	AntiMicrobial Resistance	AntiMicrobial Resistance Evidence	Gram Stain	Cell Shape	Motility	Sporulation	Temperature Range	Optimal Temperature	Salinity	Oxygen Requirement	Habitat	Disease	Comments	Additional Metadata	Coarse Consistency	Fine Consistency	Checkm Completeness	Checkm Contamination	Genome Quality Flags	Genome Quality	Date Inserted	Date Modified
"28026.154"	"Bifidobacterium pseudocatenulatum strain AF12-8A-LB"		28026	"WGS"	"AF12-8A-LB"								"2018-09-06T00:00:00Z"		"PRJNA482748"	"SAMN09734226"	"GCA_003465385.1"		"QSAD00000000"		"BGI"		"Illumina Hiseq"	"100x"	"SOAPdenovo v. 2"			16	2203776	56.20441	1922	1779		"feces"		"2013-10-01"	"China"	"China: Shenzhen"						"Human, Homo sapiens"																			"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota."	"sample_type:whole organism"	99.6	99.5	100			"Good"	"2018-10-02T11:12:19.451Z"	"2018-10-02T11:12:19.451Z"
"28026.155"	"Bifidobacterium pseudocatenulatum strain AF03-28"		28026	"WGS"	"AF03-28"								"2018-09-06T00:00:00Z"		"PRJNA482748"	"SAMN09734173"	"GCA_003465775.1"		"QSBP00000000"		"BGI"		"Illumina Hiseq"	"100x"	"SOAPdenovo v. 2"			18	2360283	56.5622	2052	1907		"feces"		"2012-11-01"	"China"	"China: Shenzhen"						"Human, Homo sapiens"																			"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota."	"sample_type:whole organism"	99.7	99.6	100			"Good"	"2018-10-02T11:18:35.761Z"	"2018-10-02T11:18:35.761Z"
"28026.156"	"Bifidobacterium pseudocatenulatum strain AF02-36-1"		28026	"WGS"	"AF02-36-1"								"2018-09-06T00:00:00Z"		"PRJNA482748"	"SAMN09734165"	"GCA_003466105.1"		"QSBW00000000"		"BGI"		"Illumina Hiseq"	"100x"	"SOAPdenovo v. 2"			16	2185103	56.285686	1893	1750		"feces"		"2012-11-01"	"China"	"China: Shenzhen"						"Human, Homo sapiens"																			"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota."	"sample_type:whole organism"	99.9	99.8	100			"Good"	"2018-10-02T11:22:42.239Z"	"2018-10-02T11:22:42.239Z"
"28026.157"	"Bifidobacterium pseudocatenulatum strain AM43-10"		28026	"WGS"	"AM43-10"								"2018-09-06T00:00:00Z"		"PRJNA482748"	"SAMN09736560"	"GCA_003467065.1"		"QSFQ00000000"		"BGI"		"Illumina Hiseq"	"100x"	"SOAPdenovo v. 2"			7	2198965	56.5416	1885	1756		"feces"		"2014-01-01"	"China"	"China: Shenzhen"						"Human, Homo sapiens"																			"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota."	"sample_type:whole organism"	99.8	99.7	100			"Good"	"2018-10-02T11:35:52.606Z"	"2018-10-02T11:35:52.606Z"
"28026.158"	"Bifidobacterium pseudocatenulatum strain AM38-8"		28026	"WGS"	"AM38-8"								"2018-09-06T00:00:00Z"		"PRJNA482748"	"SAMN09736506"	"GCA_003467515.1"		"QSHB00000000"		"BGI"		"Illumina Hiseq"	"100x"	"SOAPdenovo v. 2"			12	2309250	56.248028	1997	1864		"feces"		"2014-01-01"	"China"	"China: Shenzhen"						"Human, Homo sapiens"																			"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota."	"sample_type:whole organism"	99.6	99.5	100			"Good"	"2018-10-02T11:46:14.422Z"	"2018-10-02T11:46:14.422Z"
"28026.159"	"Bifidobacterium pseudocatenulatum strain AM36-5BH"		28026	"WGS"	"AM36-5BH"								"2018-09-06T00:00:00Z"		"PRJNA482748"	"SAMN09736486"	"GCA_003467755.1"		"QSHR00000000"		"BGI"		"Illumina Hiseq"	"100x"	"SOAPdenovo v. 2"			18	2163900	56.233185	1885	1753		"feces"		"2013-12-01"	"China"	"China: Shenzhen"						"Human, Homo sapiens"																			"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota."	"sample_type:whole organism"	99.7	99.6	100			"Good"	"2018-10-02T11:47:54.924Z"	"2018-10-02T11:47:54.924Z"
"28026.160"	"Bifidobacterium pseudocatenulatum strain AM36-2AC"		28026	"WGS"	"AM36-2AC"								"2018-09-06T00:00:00Z"		"PRJNA482748"	"SAMN09736481"	"GCA_003467785.1"		"QSHV00000000"		"BGI"		"Illumina Hiseq"	"100x"	"SOAPdenovo v. 2"			17	2163183	56.233036	1877	1752		"feces"		"2013-12-01"	"China"	"China: Shenzhen"						"Human, Homo sapiens"																			"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota."	"sample_type:whole organism"	99.7	99.6	100			"Good"	"2018-10-02T11:49:08.273Z"	"2018-10-02T11:49:08.273Z"
"28026.161"	"Bifidobacterium pseudocatenulatum strain AM33-6"		28026	"WGS"	"AM33-6"								"2018-09-06T00:00:00Z"		"PRJNA482748"	"SAMN09736456"	"GCA_003468555.1"		"QSIM00000000"		"BGI"		"Illumina Hiseq"	"100x"	"SOAPdenovo v. 2"			13	2261451	56.43141	1956	1837		"feces"		"2013-12-01"	"China"	"China: Shenzhen"						"Human, Homo sapiens"																			"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota."	"sample_type:whole organism"	99.7	99.6	100			"Good"	"2018-10-02T12:09:35.354Z"	"2018-10-02T12:09:35.354Z"
"28026.162"	"Bifidobacterium pseudocatenulatum strain AM26-14LB"		28026	"WGS"	"AM26-14LB"								"2018-09-06T00:00:00Z"		"PRJNA482748"	"SAMN09736330"	"GCA_003470125.1"		"QSLD00000000"		"BGI"		"Illumina Hiseq"	"100x"	"SOAPdenovo v. 2"			13	2218563	56.231552	1910	1795		"feces"		"2013-11-01"	"China"	"China: Shenzhen"						"Human, Homo sapiens"																			"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota."	"sample_type:whole organism"	99.7	99.6	100			"Good"	"2018-10-02T12:29:51.725Z"	"2018-10-02T12:29:51.725Z"
"28026.164"	"Bifidobacterium pseudocatenulatum strain AM20-9-6.0"		28026	"WGS"	"AM20-9-6.0"								"2018-09-06T00:00:00Z"		"PRJNA482748"	"SAMN09734886"	"GCA_003471295.1"		"QRIU00000000"		"BGI"		"Illumina Hiseq"	"100x"	"SOAPdenovo v. 2"			18	2159427	56.317554	1880	1759		"feces"		"2013-10-01"	"China"	"China: Shenzhen"						"Human, Homo sapiens"																			"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota."	"sample_type:whole organism"	99.7	99.6	100			"Good"	"2018-10-02T12:44:20.789Z"	"2018-10-02T12:44:20.789Z"
"28026.165"	"Bifidobacterium pseudocatenulatum strain AM20-6"		28026	"WGS"	"AM20-6"								"2018-09-06T00:00:00Z"		"PRJNA482748"	"SAMN09734885"	"GCA_003471325.1"		"QRIV00000000"		"BGI"		"Illumina Hiseq"	"100x"	"SOAPdenovo v. 2"			13	2230637	56.579605	1968	1844		"feces"		"2013-09-01"	"China"	"China: Shenzhen"						"Human, Homo sapiens"																			"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota."	"sample_type:whole organism"	99.7	99.4	100	0.6		"Good"	"2018-10-02T15:05:26.913Z"	"2018-10-02T15:05:26.913Z"
"28026.166"	"Bifidobacterium pseudocatenulatum strain AM20-1"		28026	"WGS"	"AM20-1"								"2018-09-06T00:00:00Z"		"PRJNA482748"	"SAMN09734879"	"GCA_003471415.1"		"QRJB00000000"		"BGI"		"Illumina Hiseq"	"100x"	"SOAPdenovo v. 2"			13	2237967	56.572018	1974	1849		"feces"		"2013-09-01"	"China"	"China: Shenzhen"						"Human, Homo sapiens"																			"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota."	"sample_type:whole organism"	99.7	99.4	100	0.6		"Good"	"2018-10-02T15:05:16.585Z"	"2018-10-02T15:05:16.585Z"
"28026.167"	"Bifidobacterium pseudocatenulatum strain AM18-42"		28026	"WGS"	"AM18-42"								"2018-09-06T00:00:00Z"		"PRJNA482748"	"SAMN09734871"	"GCA_003471505.1"		"QRJG00000000"		"BGI"		"Illumina Hiseq"	"100x"	"SOAPdenovo v. 2"			9	2225059	56.235256	1913	1778		"feces"		"2013-09-01"	"China"	"China: Shenzhen"						"Human, Homo sapiens"																			"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota."	"sample_type:whole organism"	99.7	99.6	100			"Good"	"2018-10-02T14:51:18.644Z"	"2018-10-02T14:51:18.644Z"
"28026.168"	"Bifidobacterium pseudocatenulatum strain AM11-10"		28026	"WGS"	"AM11-10"								"2018-09-06T00:00:00Z"		"PRJNA482748"	"SAMN09734778"	"GCA_003472415.1"		"QRLX00000000"		"BGI"		"Illumina Hiseq"	"100x"	"SOAPdenovo v. 2"			18	2336191	56.48685	2061	1928		"feces"		"2013-07-01"	"China"	"China: Shenzhen"						"Human, Homo sapiens"																			"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota."	"sample_type:whole organism"	99.6	99.3	100	0.3		"Good"	"2018-10-02T15:09:58.602Z"	"2018-10-02T15:09:58.602Z"
"28026.169"	"Bifidobacterium pseudocatenulatum strain AM10-24"		28026	"WGS"	"AM10-24"								"2018-09-06T00:00:00Z"		"PRJNA482748"	"SAMN09734769"	"GCA_003472545.1"		"QRMD00000000"		"BGI"		"Illumina Hiseq"	"100x"	"SOAPdenovo v. 2"			16	2142379	56.44676	1874	1746		"feces"		"2013-07-01"	"China"	"China: Shenzhen"						"Human, Homo sapiens"																			"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota."	"sample_type:whole organism"	99.7	99.6	100			"Good"	"2018-10-02T15:34:32.400Z"	"2018-10-02T15:34:32.400Z"
"28026.170"	"Bifidobacterium pseudocatenulatum strain AM10-2"		28026	"WGS"	"AM10-2"								"2018-09-06T00:00:00Z"		"PRJNA482748"	"SAMN09734766"	"GCA_003472575.1"		"QRMF00000000"		"BGI"		"Illumina Hiseq"	"100x"	"SOAPdenovo v. 2"			13	2142870	56.447693	1869	1743		"feces"		"2013-07-01"	"China"	"China: Shenzhen"						"Human, Homo sapiens"																			"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota."	"sample_type:whole organism"	99.7	99.6	100			"Good"	"2018-10-02T15:33:52.405Z"	"2018-10-02T15:33:52.405Z"
"28026.171"	"Bifidobacterium pseudocatenulatum strain AM08-25"		28026	"WGS"	"AM08-25"								"2018-09-06T00:00:00Z"		"PRJNA482748"	"SAMN09734749"	"GCA_003472685.1"		"QRMQ00000000"		"BGI"		"Illumina Hiseq"	"100x"	"SOAPdenovo v. 2"			21	2339457	56.44871	2000	1872		"feces"		"Nov-2012"	"China"	"China: Shenzhen"						"Human, Homo sapiens"																			"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota."	"sample_type:whole organism"	99.7	99.6	100			"Good"	"2018-10-02T15:13:22.045Z"	"2018-10-02T15:13:22.045Z"
"28026.172"	"Bifidobacterium pseudocatenulatum strain AM08-2"		28026	"WGS"	"AM08-2"								"2018-09-06T00:00:00Z"		"PRJNA482748"	"SAMN09734748"	"GCA_003472725.1"		"QRMR00000000"		"BGI"		"Illumina Hiseq"	"100x"	"SOAPdenovo v. 2"			24	2327048	56.466736	2000	1871		"feces"		"2012-11-01"	"China"	"China: Shenzhen"						"Human, Homo sapiens"																			"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota."	"sample_type:whole organism"	99.7	99.6	100			"Good"	"2018-10-02T15:13:44.096Z"	"2018-10-02T15:13:44.096Z"
"28026.173"	"Bifidobacterium pseudocatenulatum strain AM13-8"		28026	"WGS"	"AM13-8"								"2018-09-06T00:00:00Z"		"PRJNA482748"	"SAMN09734801"	"GCA_003473025.1"		"QRLC00000000"		"BGI"		"Illumina Hiseq"	"100x"	"SOAPdenovo v. 2"			16	2216375	56.285606	1916	1808		"feces"		"2013-08-01"	"China"	"China: Shenzhen"						"Human, Homo sapiens"																			"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota."	"sample_type:whole organism"	99.7	99.6	100			"Good"	"2018-10-02T15:20:30.134Z"	"2018-10-02T15:20:30.134Z"
"28026.174"	"Bifidobacterium pseudocatenulatum strain AM13-2"		28026	"WGS"	"AM13-2"								"2018-09-06T00:00:00Z"		"PRJNA482748"	"SAMN09734796"	"GCA_003473115.1"		"QRLG00000000"		"BGI"		"Illumina Hiseq"	"100x"	"SOAPdenovo v. 2"			14	2214411	56.29007	1906	1797		"feces"		"2013-08-01"	"China"	"China: Shenzhen"						"Human, Homo sapiens"																			"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota."	"sample_type:whole organism"	99.7	99.6	100			"Good"	"2018-10-02T15:22:17.083Z"	"2018-10-02T15:22:17.083Z"
"28026.177"	"Bifidobacterium pseudocatenulatum strain AF36-12AT"		28026	"WGS"	"AF36-12AT"								"2018-09-06T00:00:00Z"		"PRJNA482748"	"SAMN09734638"	"GCA_003474835.1"		"QRPH00000000"		"BGI"		"Illumina Hiseq"	"100x"	"SOAPdenovo v. 2"			18	2359221	56.603165	2120	1979		"feces"		"2014-01-01"	"China"	"China: Shenzhen"						"Human, Homo sapiens"																			"Reference genomes of the gut microbiota are essential for metagenomic analysis, functional characterization, and pan-genome analysis. A culturable genome reference (CGR) was built to improve mapping rates for metagenomic analysis, as well as enable functional characterization and pan-genome analysis to human gut microbiota."	"sample_type:whole organism"	99.7	99.6	100	0.6		"Good"	"2018-10-02T16:09:38.341Z"	"2018-10-02T16:09:38.341Z"
"28026.27"	"Bifidobacterium pseudocatenulatum strain CA-05"		28026	"WGS"	"CA-05"								"2016-07-09T00:00:00Z"	"27340092"	"PRJDB4597"	"SAMD00047609"	"GCF_001685965.1"		"BCXY00000000"		"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute"		"Illumina MiSeq"	"140x"	"ABySS v. 1.3.5"			24	2223124	56.45	1872			"infant feces"	"isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin"		"Japan"	"Japan"					"env_biome:not applicable"	"Human, Homo sapiens"																			"PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5."		99.7	99.7	100			"Good"	"2016-09-11T13:55:42.282Z"	"2016-09-11T13:55:42.282Z"
"28026.28"	"Bifidobacterium pseudocatenulatum strain CA-B29"		28026	"WGS"	"CA-B29"								"2016-07-09T00:00:00Z"	"27340092"	"PRJDB4597"	"SAMD00047610"	"GCF_001685985.1"		"BCXZ00000000"		"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute"		"Illumina MiSeq"	"160x"	"ABySS v. 1.3.5"			43	2300700	56.43	1946			"infant feces"	"isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin"		"Japan"	"Japan"					"env_biome:not applicable"	"Human, Homo sapiens"																			"PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5."		99.8	99.8	100			"Good"	"2016-09-11T13:58:25.849Z"	"2016-09-11T13:58:25.849Z"
"28026.29"	"Bifidobacterium pseudocatenulatum strain CA-C29"		28026	"WGS"	"CA-C29"								"2016-07-09T00:00:00Z"	"27340092"	"PRJDB4597"	"SAMD00047611"	"GCF_001686005.1"		"BCYA00000000"		"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute"		"Illumina MiSeq"	"60x"	"ABySS v. 1.3.5"			72	2182067	56.26	1883			"infant feces"	"isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin"		"Japan"	"Japan"					"env_biome:not applicable"	"Human, Homo sapiens"																			"PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5."		99.8	99.6	100			"Good"	"2016-09-11T14:01:50.674Z"	"2016-09-11T14:01:50.674Z"
"28026.30"	"Bifidobacterium pseudocatenulatum strain CA-D29"		28026	"WGS"	"CA-D29"								"2016-07-09T00:00:00Z"	"27340092"	"PRJDB4597"	"SAMD00047612"	"GCF_001686025.1"		"BCYB00000000"		"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute"		"Illumina MiSeq"	"60x"	"ABySS v. 1.3.5"			86	2264683	56.34	2001			"infant feces"	"isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin"		"Japan"	"Japan"					"env_biome:not applicable"	"Human, Homo sapiens"																			"PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5."		99.9	99.9	100	0.3		"Good"	"2016-09-11T14:03:13.381Z"	"2016-09-11T14:03:13.381Z"
"28026.31"	"Bifidobacterium pseudocatenulatum strain CA-K29a"		28026	"WGS"	"CA-K29a"								"2016-07-09T00:00:00Z"	"27340092"	"PRJDB4597"	"SAMD00047613"	"GCF_001686045.1"		"BCYC00000000"		"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute"		"Illumina MiSeq"	"230x"	"ABySS v. 1.3.5"			59	2458506	56.41	2212			"infant feces"	"isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin"		"Japan"	"Japan"					"env_biome:not applicable"	"Human, Homo sapiens"																			"PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5."		99.8	99.5	100	0.6		"Good"	"2016-09-11T14:06:50.448Z"	"2016-09-11T14:06:50.448Z"
"28026.32"	"Bifidobacterium pseudocatenulatum strain CA-K29b"		28026	"WGS"	"CA-K29b"								"2016-07-09T00:00:00Z"	"27340092"	"PRJDB4597"	"SAMD00047614"	"GCF_001686065.1"		"BCYD00000000"		"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute"		"Illumina MiSeq"	"70x"	"ABySS v. 1.3.5"			66	2453340	56.67	2206			"infant feces"	"isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin"		"Japan"	"Japan"					"env_biome:not applicable"	"Human, Homo sapiens"																			"PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5."		99.9	99.6	100	0.7		"Good"	"2016-09-11T14:05:27.091Z"	"2016-09-11T14:05:27.091Z"
"28026.752"	"Bifidobacterium pseudocatenulatum strain 1001271st1_F3"		28026	"WGS"	"1001271st1_F3"								"2019-05-26T00:00:00Z"		"PRJNA518912"	"SAMN10863262"	"GCA_005844335.1"		"SPFZ00000000"		"Icahn School of Medicine at Mount Sinai"		"Illumina HiSeq"	"30.4831275193x"	"SPAdes v. 3.10.1"			17	2180828	56.210003	1821			"stool"	"isolated and sequenced, and tested for fecal IgA levels in gnotobiotic mice"	"2015-06-15"	"USA"	"USA"						"Human, Homo sapiens"																			"Multiple strains of Bacteroides ovatus were isolated and sequenced, and tested for fecal IgA levels in gnotobiotic mice."	"sample_type:whole organism"	99.6	99.5				"Good"	"2019-07-17T01:46:37.197Z"	"2019-07-17T01:46:37.197Z"
"28026.753"	"Bifidobacterium pseudocatenulatum strain ca_0067"		28026	"WGS"	"ca_0067"								"2019-02-11T00:00:00Z"	"30630933"	"PRJNA496358"	"SAMN10239588"	"GCA_004167565.1"		"RCXS00000000"		"Broad Institute"		"Illumina HiSeq"	"68.7214x"	"SPAdes v. 3.9.0"			6	2106190	56.344063	1808	1698		"stool"		"2015-01"	"USA"	"USA: Cambridge"						"Human, Homo sapiens"																			"Genomes of 49 bacteria species isolated from stool from healthy individuals"	"sample_type:OpenBiome Stol"	99.8	99.6				"Good"	"2019-07-17T01:50:30.865Z"	"2019-07-17T01:50:30.865Z"
"28026.771"	"Bifidobacterium pseudocatenulatum strain S04C.meta.bin_4"		28026	"WGS"	"S04C.meta.bin_4"								"2019-09-23T00:00:00Z"	"31384000"	"PRJNA492716"	"SAMN10316555"	"GCA_008672315.1"		"RPWP00000000"		"The University of Queensland"		"Illumina NextSeq"	"376x"	"Megahit v. 1.1.2"			32	2371191	56.560184	2049			"feces"		"2017"	"Australia"	"Australia: Brisbane"						"Human, Homo sapiens"																			"Human fecal samples were collected to find links between bacteria and their bacteriophages"	"sample_type:metagenomic assembly"	99.7	99.6				"Good"	"2019-10-02T14:33:11.210Z"	"2019-10-02T14:33:11.210Z"
"28026.772"	"Bifidobacterium pseudocatenulatum strain S04B.meta.bin_5"		28026	"WGS"	"S04B.meta.bin_5"								"2019-09-23T00:00:00Z"	"31384000"	"PRJNA492716"	"SAMN10316549"	"GCA_008672455.1"		"RPWJ00000000"		"The University of Queensland"		"Illumina NextSeq"	"316x"	"Megahit v. 1.1.2"			35	2369924	56.5708	2049			"feces"		"2017"	"Australia"	"Australia: Brisbane"						"Human, Homo sapiens"																			"Human fecal samples were collected to find links between bacteria and their bacteriophages"	"sample_type:metagenomic assembly"	99.7	99.6				"Good"	"2019-10-02T14:34:19.450Z"	"2019-10-02T14:34:19.450Z"
"28026.773"	"Bifidobacterium pseudocatenulatum strain S04A.meta.bin_3"		28026	"WGS"	"S04A.meta.bin_3"								"2019-09-23T00:00:00Z"	"31384000"	"PRJNA492716"	"SAMN10316538"	"GCA_008672675.1"		"RPVY00000000"		"The University of Queensland"		"Illumina NextSeq"	"395x"	"Megahit v. 1.1.2"			35	2369364	56.58278	2041			"feces"		"2017"	"Australia"	"Australia: Brisbane"						"Human, Homo sapiens"																			"Human fecal samples were collected to find links between bacteria and their bacteriophages"	"sample_type:metagenomic assembly"	99.6	99.6				"Good"	"2019-10-02T14:36:54.227Z"	"2019-10-02T14:36:54.227Z"
"28026.774"	"Bifidobacterium pseudocatenulatum strain LMAG:68"		28026	"WGS"	"LMAG:68"								"2019-09-23T00:00:00Z"	"31455406"	"PRJNA362284"	"SAMN06546872"	"GCA_008679875.1"		"NAMH00000000"		"The University of Tokyo"		"PacBio"	"61.74097167x"	"FALCON v. 0.2"			7	2173340	56.378338	1876			"human feces"										"Human, Homo sapiens"																			"Uncover the diversity of “metamobilome”, a set of complete mobile genetic elements, and the “metamethylome”, a set of DNA methylation motifs and their methylation levels, in microbiomes as well as the diversity of metagenome"	"sample_type:metagenomic assembly"	99.3	99				"Good"	"2019-10-02T15:07:48.209Z"	"2019-10-02T15:07:48.209Z"
